iter	Logloss
450	0.5228054054
451	0.5227855608
452	0.5227513235
453	0.5227154677
454	0.5226841021
455	0.5226597768
456	0.5226220091
457	0.5225947796
458	0.5225683861
459	0.5225331193
460	0.5225016936
461	0.5224700317
462	0.5224470158
463	0.5224043699
464	0.5223691838
465	0.5223390108
466	0.5223196003
467	0.5222824559
468	0.5222557701
469	0.5222214017
470	0.5221743365
471	0.5221456508
472	0.5221211008
473	0.5220933474
474	0.5220642174
475	0.5220304034
476	0.5219867871
477	0.521950895
478	0.5219204055
479	0.5218689401
480	0.5218425499
481	0.5218030241
482	0.5217817831
483	0.5217594917
484	0.5217304232
485	0.5216997921
486	0.5216523931
487	0.5216237273
488	0.5215886853
489	0.5215658849
490	0.521533841
491	0.5215106175
492	0.5214794697
493	0.5214380794
494	0.521405813
495	0.5213651855
496	0.5213296808
497	0.5212995741
498	0.5212571986
499	0.5212300258
500	0.5211853235
501	0.5211562345
502	0.5211168295
503	0.5210819678
504	0.5210464736
505	0.5210147276
506	0.5209773664
507	0.520942105
508	0.5209074375
509	0.5208779507
510	0.5208341523
511	0.5208012534
512	0.5207739223
513	0.5207398685
514	0.5207126701
515	0.5206887759
516	0.5206554681
517	0.5206366231
518	0.5205930187
519	0.5205608451
520	0.5205301998
521	0.5205096917
522	0.5204810004
523	0.5204527747
524	0.5204274473
525	0.5203853622
526	0.5203483547
527	0.520308415
528	0.5202682397
529	0.5202332076
530	0.5202114165
531	0.5201766586
532	0.5201478367
533	0.5201017555
534	0.5200684783
535	0.5200386928
536	0.5199998861
537	0.5199640718
538	0.5199451998
539	0.5198965205
540	0.5198682048
541	0.5198441726
542	0.5198085704
543	0.5197846249
544	0.519753326
545	0.5197252827
546	0.5196960145
547	0.5196533284
548	0.5196220817
549	0.5195833515
550	0.5195520131
551	0.5195273383
552	0.5195000747
553	0.5194704855
554	0.5194409649
555	0.519416212
556	0.5193912911
557	0.5193583953
558	0.5193266831
559	0.5192866965
560	0.5192588349
561	0.5192287229
562	0.5191966941
563	0.5191695805
564	0.5191388688
565	0.519116978
566	0.5190864651
567	0.5190587005
568	0.5190141446
569	0.518981862
570	0.5189513866
571	0.5189298329
572	0.5188923958
573	0.518864143
574	0.5188420991
575	0.5188193764
576	0.5187839215
577	0.5187560086
578	0.5187284882
579	0.5187039561
580	0.5186795236
581	0.5186490029
582	0.5186149186
583	0.5185918681
584	0.5185601831
585	0.5185404399
586	0.5185113023
587	0.5184831016
588	0.5184539231
589	0.5184225872
590	0.5183969024
591	0.5183720994
592	0.5183496657
593	0.5183207945
594	0.5182928477
595	0.5182682804
596	0.5182440331
597	0.5182165191
598	0.5181767739
599	0.5181430826
600	0.5180925313
601	0.5180599196
602	0.5180189636
603	0.5179948532
604	0.5179604318
605	0.5179237357
606	0.5178919113
607	0.5178473743
608	0.5178182344
609	0.5177855149
610	0.5177510998
611	0.5177209932
612	0.5177030019
613	0.517667765
614	0.5176291934
615	0.5175948932
616	0.5175747581
617	0.5175510496
618	0.5175271037
619	0.5175040261
620	0.5174834251
621	0.5174565035
622	0.5174270927
623	0.5174076446
624	0.5173549756
625	0.5173275649
626	0.5172824431
627	0.517250003
628	0.5172332328
629	0.5172021759
630	0.5171766225
631	0.5171467544
632	0.5171259585
633	0.5170942259
634	0.5170726394
635	0.5170349177
636	0.5169953924
637	0.5169547943
638	0.5169265179
639	0.5168932062
640	0.5168646929
641	0.5168364487
642	0.5168128909
643	0.5167883745
644	0.5167719548
645	0.5167460176
646	0.5166984993
647	0.5166687147
648	0.5166313228
649	0.5165961064
650	0.5165745846
651	0.5165370266
652	0.5165102969
653	0.516468968
654	0.5164361748
655	0.5164045318
656	0.5163744814
657	0.5163542336
658	0.5163272402
659	0.5163055909
660	0.5162648394
661	0.5162266663
662	0.516202717
663	0.5161816945
664	0.5161451544
665	0.5161314993
666	0.5161014872
667	0.5160855156
668	0.516054479
669	0.5160430408
670	0.5160226593
671	0.5159945791
672	0.5159745905
673	0.5159442221
674	0.5159105398
675	0.515874151
676	0.5158541428
677	0.5158279022
678	0.5157890048
679	0.5157653126
680	0.5157483982
681	0.5157118232
682	0.5156667321
683	0.5156396416
684	0.5156092197
685	0.5155911548
686	0.5155696485
687	0.5155397129
688	0.5155186051
689	0.5154811169
690	0.5154563794
691	0.515436423
692	0.5154136162
693	0.5153853009
694	0.5153439383
695	0.5153147211
696	0.5152806458
697	0.5152564377
698	0.5152336683
699	0.5152079889
700	0.5151687224
701	0.5151489017
702	0.5151151503
703	0.5151029535
704	0.5150811735
705	0.5150440152
706	0.5150303395
707	0.5150118702
708	0.5149871899
709	0.5149677723
710	0.5149345903
711	0.514899333
712	0.5148597681
713	0.514828199
714	0.5147938223
715	0.5147669056
716	0.5147333559
717	0.5147072177
718	0.5146701717
719	0.5146569694
720	0.5146329779
721	0.5146060275
722	0.5145840581
723	0.5145674336
724	0.5145395285
725	0.5145107085
726	0.5144819773
727	0.5144519975
728	0.5144179519
729	0.5143866351
730	0.5143668182
731	0.5143433733
732	0.5143105993
733	0.5142894889
734	0.5142582632
735	0.5142201552
736	0.5141965394
737	0.5141753836
738	0.514151619
739	0.5141307521
740	0.5141054675
741	0.5140724831
742	0.5140365639
743	0.5140280926
744	0.5140057129
745	0.5139792021
746	0.5139420546
747	0.51390296
748	0.5138742129
749	0.5138402184
750	0.513821073
751	0.5137897326
752	0.5137621561
753	0.5137219958
754	0.5136983111
755	0.5136807359
756	0.513659914
757	0.5136244945
758	0.5136002775
759	0.5135755326
760	0.51354672
761	0.5135110654
762	0.5134876842
763	0.5134666218
764	0.5134375327
765	0.5134171584
766	0.513388699
767	0.5133630167
768	0.5133476222
769	0.5133295251
770	0.5132910676
771	0.5132633693
772	0.5132452512
773	0.5132243339
774	0.5132051995
775	0.51317569
776	0.5131515125
777	0.5131387877
778	0.513111119
779	0.5130759111
780	0.5130520143
781	0.5130305539
782	0.5130081499
783	0.5129817542
784	0.5129663075
785	0.5129322188
786	0.5128995068
787	0.5128848466
788	0.5128479405
789	0.5128090036
790	0.512783016
791	0.5127517946
792	0.5127361928
793	0.5127084634
794	0.51266861
795	0.5126140562
796	0.5125858394
797	0.5125541298
798	0.512525952
799	0.5124952098
800	0.5124689288
801	0.5124521841
802	0.5124139676
803	0.5123898944
804	0.5123632054
805	0.5123372902
806	0.5123152851
807	0.5123020136
808	0.512257983
809	0.5122225472
810	0.5121936119
811	0.5121547033
812	0.5121250044
813	0.5120962828
814	0.5120795268
815	0.512046135
816	0.5120121285
817	0.5119834841
818	0.5119610519
819	0.5119393396
820	0.5119208041
821	0.5118791717
822	0.5118522283
823	0.5118319249
824	0.5118075477
825	0.5117895031
826	0.5117459262
827	0.5117235871
828	0.5116978558
829	0.5116688869
830	0.5116356208
831	0.5115957851
832	0.5115775991
833	0.5115646156
834	0.5115360705
835	0.5115159489
836	0.5114953467
837	0.5114768169
838	0.511457865
839	0.5114196308
840	0.5113945554
841	0.5113615425
842	0.5113293787
843	0.5113084648
844	0.5112793155
845	0.5112513167
846	0.5112161678
847	0.5111913973
848	0.5111621484
849	0.5111394522
850	0.5111032624
851	0.5110726823
852	0.5110583593
853	0.5110450895
854	0.5110142203
855	0.510987443
856	0.5109549191
857	0.5109270009
858	0.5108626671
859	0.510834366
860	0.510791794
861	0.510762876
862	0.510733855
863	0.5107109781
864	0.5106850862
865	0.5106585432
866	0.5106335948
867	0.5106124909
868	0.5105868121
869	0.5105457809
870	0.5105254649
871	0.5105071582
872	0.5104921743
873	0.5104732454
874	0.5104594229
875	0.5104294246
876	0.510398792
877	0.5103702824
878	0.5103565337
879	0.5103263089
880	0.510313494
881	0.5102865443
882	0.5102628683
883	0.510230679
884	0.510192642
885	0.5101653431
886	0.5101357472
887	0.5101150587
888	0.5100964527
889	0.5100665747
890	0.5100426489
891	0.5100157547
892	0.5100041405
893	0.5099865584
894	0.509967242
895	0.5099477092
896	0.5099333266
897	0.5098927156
898	0.5098653896
899	0.5098318182
900	0.5098057675
901	0.5097914131
902	0.5097677533
903	0.5097550869
904	0.5097297123
905	0.5097056988
906	0.5096845895
907	0.5096636043
908	0.5096241563
909	0.5096072226
910	0.5095775385
911	0.5095476545
912	0.5095174586
913	0.5094785066
914	0.5094438682
915	0.5094332707
916	0.5094011656
917	0.5093675924
918	0.5093539927
919	0.5093156464
920	0.5092851447
921	0.5092615033
922	0.5092158095
923	0.5092028574
924	0.5091809615
925	0.5091606796
926	0.5091287129
927	0.5090932435
928	0.5090855792
929	0.5090656903
930	0.509043761
931	0.5090203669
932	0.5090077215
933	0.5089703454
934	0.5089486547
935	0.5089328647
936	0.5089122092
937	0.5088932193
938	0.5088688552
939	0.5088353704
940	0.5088101522
941	0.5087915916
942	0.5087747976
943	0.5087431008
944	0.5087225806
945	0.508698121
946	0.5086752527
947	0.5086464365
948	0.5086276205
949	0.5086113061
950	0.5085855629
951	0.5085650243
952	0.5085343049
953	0.5085018237
954	0.5084769462
955	0.5084544048
956	0.5084318474
957	0.5084050045
958	0.5083883792
959	0.5083643537
960	0.5083401487
961	0.5083248238
962	0.5083122324
963	0.5082788594
964	0.5082564356
965	0.5082312589
966	0.5082121364
967	0.5081770942
968	0.5081456337
969	0.5081226146
970	0.5081051492
971	0.5080875934
972	0.5080691547
973	0.5080484663
974	0.5080272993
975	0.5080061727
976	0.5079823259
977	0.5079662353
978	0.5079317733
979	0.5079215637
980	0.5079150586
981	0.5078802523
982	0.507845573
983	0.5078208013
984	0.5077929356
985	0.5077565303
986	0.5077241369
987	0.507699175
988	0.5076752936
989	0.5076559336
990	0.5076257094
991	0.5076014676
992	0.5075445082
993	0.5075217585
994	0.507495062
995	0.5074763968
996	0.5074533228
997	0.5074201685
998	0.5074006021
999	0.5073753972
